id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,Loan Status Predicted
95079,24,90000,MORTGAGE,8.0,VENTURE,B,6000,11.99,0.07,N,4,0
95080,23,108000,RENT,3.0,MEDICAL,D,20000,16.32,0.19,N,3,1
95081,22,50000,MORTGAGE,6.0,EDUCATION,C,10000,13.61,0.2,Y,2,0
95082,34,140000,RENT,18.0,MEDICAL,A,9000,8.94,0.06,N,10,0
95083,26,134500,MORTGAGE,9.0,HOMEIMPROVEMENT,F,24000,18.09,0.18,Y,2,0
95084,26,62000,MORTGAGE,10.0,MEDICAL,C,5000,13.99,0.08,Y,2,0
95085,22,65000,MORTGAGE,0.0,PERSONAL,A,15000,7.9,0.23,N,4,0
95086,28,36000,MORTGAGE,13.0,PERSONAL,B,8000,10.65,0.22,N,6,0
95087,27,122000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,12000,13.57,0.1,Y,10,0
95088,24,60000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,5600,5.42,0.09,N,2,0
95089,24,100000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,6000,5.79,0.06,N,3,0
95090,25,36000,RENT,3.0,MEDICAL,A,1325,7.29,0.04,N,2,0
95091,28,24000,RENT,4.0,PERSONAL,A,6000,8.9,0.25,N,6,0
95092,26,100000,MORTGAGE,10.0,PERSONAL,A,6000,5.99,0.06,N,4,0
95093,26,26000,MORTGAGE,10.0,MEDICAL,A,3825,8.49,0.15,N,4,0
95094,29,70000,MORTGAGE,13.0,DEBTCONSOLIDATION,C,6000,13.49,0.09,Y,5,0
95095,24,16000,RENT,1.0,DEBTCONSOLIDATION,D,3300,15.65,0.2,Y,2,1
95096,23,55000,MORTGAGE,8.0,EDUCATION,A,8000,6.17,0.15,N,2,0
95097,29,52000,MORTGAGE,13.0,MEDICAL,D,5000,14.96,0.1,Y,5,1
95098,28,30000,RENT,0.0,MEDICAL,D,5000,14.59,0.17,Y,8,1
95099,22,25000,RENT,4.0,PERSONAL,B,3000,10.25,0.12,N,2,0
95100,27,115000,MORTGAGE,11.0,PERSONAL,B,15000,11.12,0.13,N,6,0
95101,33,62000,RENT,1.0,PERSONAL,C,6200,13.79,0.1,Y,10,0
95102,26,55000,RENT,0.0,DEBTCONSOLIDATION,A,4000,9.32,0.07,N,4,0
95103,29,42000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,5000,5.42,0.12,N,8,0
95104,25,45000,RENT,4.0,DEBTCONSOLIDATION,B,12000,10.74,0.27,N,3,0
95105,27,42000,RENT,0.0,DEBTCONSOLIDATION,C,8000,12.84,0.19,N,5,0
95106,36,84000,MORTGAGE,4.0,VENTURE,C,20000,13.11,0.24,Y,11,0
95107,35,156000,RENT,14.0,MEDICAL,A,10000,9.63,0.06,N,8,0
95108,22,37440,RENT,6.0,MEDICAL,A,3600,5.99,0.09,N,2,0
95109,29,122000,RENT,4.0,DEBTCONSOLIDATION,B,8000,12.42,0.07,N,8,0
95110,30,84000,MORTGAGE,13.0,MEDICAL,A,3000,6.03,0.04,N,9,0
95111,24,60000,MORTGAGE,3.0,MEDICAL,C,8000,13.49,0.13,N,3,0
95112,26,75000,MORTGAGE,10.0,EDUCATION,A,10000,7.74,0.13,N,3,0
95113,28,150000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,7500,5.79,0.05,N,5,0
95114,21,61000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,13000,13.92,0.22,Y,4,0
95115,25,48000,RENT,2.0,PERSONAL,D,5000,16.29,0.1,Y,2,1
95116,29,150000,MORTGAGE,5.0,MEDICAL,A,8200,7.88,0.06,N,8,0
95117,22,100000,MORTGAGE,2.0,PERSONAL,A,16000,6.03,0.16,N,3,0
95118,21,66000,MORTGAGE,6.0,VENTURE,C,15000,13.61,0.22,N,3,0
95119,24,55000,MORTGAGE,5.0,MEDICAL,A,8000,7.51,0.15,N,2,0
95120,28,46610,RENT,6.0,EDUCATION,B,15000,10.71,0.34,N,9,1
95121,26,35000,RENT,3.0,MEDICAL,A,4500,9.32,0.13,N,2,0
95122,34,95000,RENT,5.0,VENTURE,B,24000,10.99,0.25,N,6,0
95123,27,60000,MORTGAGE,6.0,VENTURE,D,15000,15.99,0.25,Y,9,0
95124,24,54000,RENT,4.0,HOMEIMPROVEMENT,A,1600,7.9,0.03,N,3,0
95125,29,35100,RENT,0.0,PERSONAL,C,7400,11.34,0.21,Y,8,0
95126,30,150000,MORTGAGE,14.0,PERSONAL,B,25000,11.11,0.17,N,7,0
95127,22,33000,RENT,5.0,EDUCATION,B,1700,11.12,0.05,N,3,0
95128,28,42000,RENT,8.0,DEBTCONSOLIDATION,A,3500,7.9,0.09,N,6,0
95129,23,45996,OWN,1.0,HOMEIMPROVEMENT,D,14000,14.59,0.33,Y,4,0
95130,30,85000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,7000,6.99,0.08,N,9,0
95131,23,40000,OWN,5.0,PERSONAL,C,7000,14.35,0.17,Y,4,0
95132,28,37000,RENT,8.0,MEDICAL,B,14000,10.37,0.38,N,5,1
95133,24,70000,MORTGAGE,2.0,VENTURE,A,6000,5.42,0.09,N,3,0
95134,40,54000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,5500,7.14,0.1,N,14,0
95135,31,51600,RENT,2.0,MEDICAL,D,10400,16.29,0.2,N,10,1
95136,28,88500,MORTGAGE,8.0,DEBTCONSOLIDATION,A,12000,7.51,0.14,N,10,0
95137,31,36000,RENT,0.0,PERSONAL,B,6000,11.99,0.17,N,9,0
95138,22,33000,RENT,6.0,DEBTCONSOLIDATION,B,12000,11.99,0.36,N,3,1
95139,26,53052,RENT,5.0,EDUCATION,C,8000,13.49,0.15,Y,4,0
95140,24,135000,MORTGAGE,8.0,EDUCATION,C,20000,13.06,0.15,Y,2,0
95141,22,24000,RENT,0.0,PERSONAL,B,8000,11.71,0.33,N,2,1
95142,22,40000,RENT,0.0,EDUCATION,A,3000,6.91,0.07,N,4,0
95143,22,25200,RENT,2.0,VENTURE,E,8500,17.19,0.34,Y,2,1
95144,29,70000,RENT,0.0,PERSONAL,C,12000,13.49,0.17,N,5,0
95145,23,60000,RENT,3.0,MEDICAL,A,17000,6.91,0.28,N,3,0
95146,23,70560,OWN,1.0,MEDICAL,A,8500,7.49,0.12,N,4,0
95147,24,36000,RENT,4.0,PERSONAL,D,8400,16.32,0.23,Y,3,0
95148,23,65000,RENT,0.0,EDUCATION,C,7000,14.27,0.11,Y,2,0
95149,31,70000,MORTGAGE,15.0,HOMEIMPROVEMENT,B,21000,10.99,0.3,N,10,0
95150,21,24000,RENT,5.0,MEDICAL,B,9250,10.0,0.38,N,4,1
95151,31,40000,MORTGAGE,5.0,VENTURE,C,10000,13.49,0.25,N,8,0
95152,24,63500,RENT,4.0,DEBTCONSOLIDATION,A,14000,7.66,0.22,N,4,0
95153,23,50000,RENT,4.0,PERSONAL,A,5500,9.32,0.11,N,2,0
95154,26,56000,RENT,2.0,MEDICAL,C,6000,13.79,0.11,N,2,0
95155,46,93000,MORTGAGE,9.0,HOMEIMPROVEMENT,C,25000,13.49,0.27,Y,15,0
95156,24,96000,MORTGAGE,8.0,VENTURE,B,10000,9.91,0.1,N,4,0
95157,23,60000,RENT,4.0,EDUCATION,B,8000,11.48,0.13,N,4,0
95158,27,50000,MORTGAGE,11.0,VENTURE,A,12000,8.9,0.24,N,9,0
95159,44,113900,MORTGAGE,5.0,PERSONAL,B,35000,10.37,0.26,N,11,0
95160,23,61400,MORTGAGE,1.0,EDUCATION,B,13250,11.83,0.21,N,2,0
95161,28,50400,RENT,4.0,EDUCATION,D,12000,14.83,0.24,N,10,0
95162,38,60000,RENT,3.0,VENTURE,A,5000,5.79,0.08,N,16,0
95163,25,60524,MORTGAGE,6.0,MEDICAL,C,6000,12.61,0.1,N,2,0
95164,27,43000,RENT,11.0,PERSONAL,A,7000,7.49,0.16,N,5,0
95165,45,45000,RENT,0.0,VENTURE,B,6000,9.88,0.13,N,11,0
95166,23,40000,MORTGAGE,7.0,EDUCATION,B,1200,10.59,0.03,N,4,0
95167,35,100000,RENT,2.0,MEDICAL,B,4000,10.99,0.04,N,7,0
95168,22,350000,MORTGAGE,6.0,EDUCATION,C,18000,12.99,0.05,Y,2,0
95169,27,40000,RENT,3.0,PERSONAL,D,6000,14.61,0.15,Y,10,0
95170,22,30000,RENT,0.0,EDUCATION,B,5500,10.99,0.19,N,2,0
95171,38,50000,MORTGAGE,2.0,VENTURE,C,12000,12.99,0.24,N,17,0
95172,24,80000,MORTGAGE,8.0,MEDICAL,B,5000,9.88,0.06,N,4,0
95173,23,50000,RENT,0.0,EDUCATION,A,12000,6.92,0.24,N,4,0
95174,28,35000,MORTGAGE,2.0,MEDICAL,A,3500,5.42,0.1,N,8,0
95175,26,110000,RENT,5.0,MEDICAL,B,3000,11.99,0.03,N,2,0
95176,28,58000,MORTGAGE,12.0,EDUCATION,C,16500,14.27,0.28,N,6,0
95177,48,54996,OWN,7.0,PERSONAL,A,5600,6.62,0.1,N,16,0
95178,24,30000,MORTGAGE,8.0,PERSONAL,A,3000,7.9,0.1,N,2,0
95179,22,42000,RENT,5.0,EDUCATION,A,5000,6.99,0.12,N,2,0
95180,22,60000,MORTGAGE,4.0,EDUCATION,A,2000,7.49,0.03,N,2,0
95181,36,62000,RENT,2.0,HOMEIMPROVEMENT,D,12800,15.33,0.19,N,15,1
95182,28,54000,MORTGAGE,1.0,PERSONAL,E,10000,16.45,0.19,Y,8,1
95183,37,62000,RENT,3.0,HOMEIMPROVEMENT,A,10000,8.94,0.16,N,14,0
95184,32,60000,RENT,3.0,HOMEIMPROVEMENT,C,12000,13.49,0.2,Y,10,0
95185,26,64000,RENT,2.0,HOMEIMPROVEMENT,C,12000,13.49,0.19,Y,3,0
95186,29,52000,MORTGAGE,2.0,EDUCATION,B,3600,10.99,0.07,N,10,0
95187,25,46000,RENT,0.0,DEBTCONSOLIDATION,A,12000,8.9,0.26,N,3,0
95188,24,55000,RENT,1.0,VENTURE,A,9000,7.88,0.16,N,2,0
95189,23,60000,MORTGAGE,4.0,VENTURE,B,10000,9.63,0.17,N,4,0
95190,21,33000,RENT,3.0,DEBTCONSOLIDATION,A,5000,7.88,0.15,N,4,0
95191,33,80000,RENT,5.0,MEDICAL,A,6000,8.49,0.07,N,7,0
95192,24,134300,MORTGAGE,4.0,MEDICAL,E,12000,16.45,0.08,N,3,0
95193,54,60000,MORTGAGE,6.0,PERSONAL,B,10000,10.65,0.17,N,20,0
95194,31,166600,MORTGAGE,8.0,PERSONAL,C,18000,13.47,0.11,N,6,0
95195,28,75000,MORTGAGE,9.0,MEDICAL,A,9600,7.49,0.13,N,5,0
95196,26,69000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,15000,12.18,0.22,N,4,0
95197,26,50000,RENT,4.0,EDUCATION,C,8000,13.61,0.16,Y,3,0
95198,24,40000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,7000,6.62,0.17,N,4,0
95199,37,75000,MORTGAGE,5.0,PERSONAL,B,20000,11.48,0.27,N,12,0
95200,24,52000,MORTGAGE,3.0,MEDICAL,B,2000,10.99,0.04,N,2,0
95201,22,54000,RENT,6.0,PERSONAL,A,7000,8.9,0.13,N,4,0
95202,22,30000,MORTGAGE,6.0,EDUCATION,B,8000,12.21,0.27,N,3,0
95203,25,45000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,5600,14.65,0.12,Y,4,0
95204,24,105000,MORTGAGE,4.0,PERSONAL,A,12000,6.62,0.11,N,4,0
95205,23,31200,RENT,2.0,EDUCATION,B,6000,9.91,0.19,N,4,0
95206,29,30000,RENT,6.0,MEDICAL,B,10000,10.25,0.33,N,5,1
95207,30,60000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,3000,11.71,0.05,N,6,0
95208,32,50000,RENT,1.0,DEBTCONSOLIDATION,C,10000,14.27,0.2,Y,5,0
95209,28,60000,MORTGAGE,0.0,EDUCATION,B,7000,10.59,0.12,N,10,0
95210,23,45000,RENT,3.0,MEDICAL,C,7000,13.48,0.16,N,2,0
95211,30,180000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,8400,6.03,0.05,N,8,0
95212,23,62000,MORTGAGE,5.0,VENTURE,B,7500,11.99,0.13,N,4,0
95213,27,40000,RENT,2.0,EDUCATION,A,3000,8.59,0.07,N,7,0
95214,24,40000,MORTGAGE,2.0,PERSONAL,D,15000,14.42,0.38,Y,2,0
95215,45,33600,RENT,0.0,MEDICAL,C,9500,12.87,0.29,N,15,0
95216,23,168750,MORTGAGE,7.0,EDUCATION,B,24250,11.12,0.13,N,4,0
95217,36,60000,RENT,0.0,HOMEIMPROVEMENT,C,4000,12.23,0.07,Y,13,0
95218,44,55000,MORTGAGE,7.0,PERSONAL,A,3500,6.76,0.07,N,17,0
95219,22,27000,RENT,3.0,EDUCATION,A,9000,5.79,0.33,N,3,1
95220,23,34000,RENT,7.0,DEBTCONSOLIDATION,E,7000,15.95,0.21,N,2,1
95221,26,38000,RENT,5.0,PERSONAL,C,10000,13.85,0.26,Y,4,0
95222,35,30000,RENT,4.0,EDUCATION,C,10000,13.43,0.33,Y,7,1
95223,23,90000,RENT,1.0,DEBTCONSOLIDATION,B,12000,10.99,0.13,N,4,0
95224,32,84456,RENT,5.0,MEDICAL,A,10000,7.88,0.12,N,9,0
95225,26,95000,RENT,0.0,VENTURE,A,6000,5.42,0.06,N,3,0
95226,26,113200,RENT,2.0,PERSONAL,D,24250,15.58,0.19,Y,2,1
95227,23,75000,MORTGAGE,2.0,VENTURE,A,10000,7.9,0.13,N,4,0
95228,23,100000,RENT,0.0,DEBTCONSOLIDATION,C,15000,12.73,0.15,Y,2,0
95229,24,60000,MORTGAGE,8.0,EDUCATION,B,20000,12.21,0.33,N,2,0
95230,25,54000,RENT,2.0,PERSONAL,B,12000,10.38,0.22,N,2,0
95231,36,110000,MORTGAGE,3.0,EDUCATION,C,20000,13.79,0.18,Y,15,0
95232,25,43200,OWN,9.0,VENTURE,A,2400,7.49,0.06,N,2,0
95233,28,47412,OWN,3.0,VENTURE,A,6500,7.66,0.14,N,6,0
95234,25,42000,RENT,0.0,PERSONAL,C,12000,13.23,0.29,N,2,0
95235,28,85000,MORTGAGE,12.0,PERSONAL,C,12000,13.49,0.14,Y,9,0
95236,22,45000,MORTGAGE,3.0,MEDICAL,B,5000,11.86,0.11,N,4,0
95237,36,100000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,11000,13.98,0.11,N,12,0
95238,23,44000,RENT,2.0,MEDICAL,E,10000,16.32,0.23,Y,2,1
95239,30,55000,RENT,0.0,HOMEIMPROVEMENT,C,6500,11.97,0.12,N,9,0
95240,25,25000,RENT,9.0,MEDICAL,A,6000,8.0,0.24,N,2,0
95241,24,43000,RENT,5.0,VENTURE,B,9000,11.14,0.21,N,2,0
95242,24,48000,MORTGAGE,8.0,VENTURE,D,12000,15.21,0.25,Y,4,0
95243,26,30000,RENT,0.0,PERSONAL,C,6400,13.47,0.21,N,2,0
95244,40,31000,RENT,0.0,HOMEIMPROVEMENT,D,6000,14.96,0.19,Y,17,1
95245,23,50000,RENT,0.0,EDUCATION,A,5000,6.03,0.1,N,2,0
95246,23,69350,RENT,5.0,MEDICAL,A,10800,7.74,0.16,N,4,0
95247,22,54000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,9000,14.59,0.17,Y,2,1
95248,21,30000,RENT,2.0,MEDICAL,B,5000,11.14,0.17,N,4,0
95249,28,40000,RENT,0.0,DEBTCONSOLIDATION,B,15000,11.71,0.38,N,7,1
95250,24,60000,MORTGAGE,4.0,MEDICAL,B,21000,9.83,0.35,N,3,0
95251,28,52692,RENT,2.0,VENTURE,B,4500,11.89,0.09,N,8,0
95252,24,29780,RENT,6.0,HOMEIMPROVEMENT,A,7200,7.51,0.25,N,3,1
95253,28,40000,RENT,8.0,MEDICAL,A,15000,8.49,0.38,N,6,1
95254,25,90000,MORTGAGE,4.0,PERSONAL,A,5000,5.79,0.06,N,2,0
95255,26,78000,RENT,3.0,HOMEIMPROVEMENT,A,12000,7.51,0.15,N,4,0
95256,26,48000,RENT,9.0,DEBTCONSOLIDATION,A,12000,8.49,0.25,N,2,0
95257,31,45000,RENT,4.0,EDUCATION,B,4000,12.42,0.09,N,7,0
95258,26,70000,MORTGAGE,7.0,MEDICAL,B,3000,10.99,0.04,N,3,0
95259,24,35000,RENT,0.0,EDUCATION,A,5000,7.9,0.14,N,4,0
95260,51,70000,MORTGAGE,0.0,PERSONAL,A,15000,7.9,0.21,N,21,0
95261,28,110000,MORTGAGE,3.0,EDUCATION,B,12000,9.63,0.11,N,5,0
95262,24,56400,RENT,3.0,DEBTCONSOLIDATION,D,7000,14.91,0.12,N,3,1
95263,22,35360,RENT,7.0,DEBTCONSOLIDATION,A,6000,7.14,0.17,N,3,0
95264,28,60000,MORTGAGE,2.0,PERSONAL,B,8000,12.21,0.13,N,6,0
95265,24,115000,RENT,0.0,DEBTCONSOLIDATION,A,10000,7.88,0.09,N,2,0
95266,29,75000,OWN,3.0,PERSONAL,A,7200,7.88,0.1,N,6,0
95267,27,120000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,5000,5.42,0.04,N,10,0
95268,25,80000,MORTGAGE,3.0,MEDICAL,A,15000,7.29,0.19,N,2,0
95269,21,40000,RENT,5.0,VENTURE,A,15000,7.9,0.38,N,3,1
95270,34,65000,RENT,1.0,EDUCATION,C,5000,13.49,0.08,Y,5,0
95271,25,68004,RENT,1.0,PERSONAL,C,15000,13.16,0.22,Y,4,0
95272,33,24000,MORTGAGE,31.0,MEDICAL,B,7000,9.88,0.29,N,8,0
95273,23,32000,RENT,3.0,EDUCATION,C,8000,13.61,0.26,Y,3,0
95274,23,99500,MORTGAGE,0.0,PERSONAL,B,5000,10.25,0.05,N,4,0
95275,23,60000,MORTGAGE,4.0,VENTURE,A,15000,8.07,0.25,N,4,0
95276,22,44000,RENT,0.0,PERSONAL,D,7500,14.84,0.18,N,2,1
95277,22,54000,RENT,6.0,MEDICAL,D,2400,14.91,0.04,Y,2,1
95278,30,33600,RENT,0.0,PERSONAL,C,3000,13.49,0.09,Y,5,0
95279,23,54500,MORTGAGE,7.0,EDUCATION,A,8000,6.03,0.15,N,3,0
95280,23,72000,RENT,5.0,VENTURE,B,8000,10.0,0.11,N,3,0
95281,23,100000,MORTGAGE,7.0,EDUCATION,B,17500,9.25,0.18,N,3,0
95282,25,80000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,25000,6.54,0.31,N,4,0
95283,26,60000,RENT,1.0,PERSONAL,A,12000,6.91,0.2,N,3,0
95284,30,65600,OWN,1.0,PERSONAL,C,6000,12.87,0.09,Y,9,0
95285,26,95000,MORTGAGE,10.0,PERSONAL,B,25000,11.12,0.26,N,3,0
95286,22,35000,RENT,0.0,VENTURE,C,5000,13.35,0.14,N,2,0
95287,28,47000,RENT,2.0,MEDICAL,C,4000,14.26,0.09,N,10,0
95288,29,70000,MORTGAGE,13.0,PERSONAL,B,8000,11.49,0.11,N,5,0
95289,26,60000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,12000,10.99,0.2,N,4,0
95290,27,50000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,5000,7.51,0.1,N,9,0
95291,27,25000,RENT,2.0,VENTURE,B,4000,11.71,0.16,N,5,0
95292,25,50000,RENT,4.0,PERSONAL,B,8000,11.49,0.16,N,4,0
95293,28,50000,RENT,5.0,PERSONAL,B,10000,10.99,0.2,N,8,0
95294,22,69600,RENT,6.0,EDUCATION,A,10000,9.63,0.15,N,2,0
95295,26,60000,MORTGAGE,1.0,MEDICAL,A,8800,6.03,0.15,N,3,0
95296,25,60000,RENT,3.0,EDUCATION,C,12000,14.26,0.2,N,3,0
95297,33,100000,RENT,4.0,HOMEIMPROVEMENT,B,12000,9.91,0.12,N,5,0
95298,24,30000,RENT,4.0,EDUCATION,A,5000,7.49,0.17,N,3,0
95299,29,60000,MORTGAGE,13.0,MEDICAL,A,14000,7.51,0.23,N,8,0
95300,22,24000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,10000,15.62,0.42,N,3,1
95301,22,39000,MORTGAGE,4.0,HOMEIMPROVEMENT,E,5000,16.0,0.13,Y,3,1
95302,25,68000,MORTGAGE,5.0,VENTURE,A,5000,5.99,0.07,N,4,0
95303,30,39996,RENT,3.0,PERSONAL,D,3600,15.23,0.09,Y,10,1
95304,24,30000,RENT,0.0,DEBTCONSOLIDATION,C,3350,15.27,0.11,Y,4,1
95305,28,112200,MORTGAGE,10.0,MEDICAL,A,5000,6.99,0.04,N,10,0
95306,23,148000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,15000,7.9,0.1,N,4,0
95307,25,100000,MORTGAGE,1.0,PERSONAL,B,5000,10.99,0.05,N,4,0
95308,43,69996,RENT,5.0,EDUCATION,B,10000,11.89,0.14,N,17,0
95309,24,60000,MORTGAGE,7.0,HOMEIMPROVEMENT,D,10750,14.54,0.18,Y,2,0
95310,26,80000,OWN,10.0,MEDICAL,B,25000,10.62,0.31,N,4,0
95311,25,50000,MORTGAGE,6.0,PERSONAL,B,6000,10.99,0.12,N,2,0
95312,39,80000,RENT,5.0,PERSONAL,B,4500,11.71,0.06,N,11,0
95313,23,18000,RENT,1.0,MEDICAL,B,4000,10.99,0.22,N,2,1
95314,25,70000,RENT,3.0,PERSONAL,B,6400,11.14,0.09,N,3,0
95315,28,64800,MORTGAGE,12.0,PERSONAL,A,1200,5.42,0.02,N,6,0
95316,25,30000,RENT,3.0,DEBTCONSOLIDATION,C,10625,14.27,0.37,Y,2,1
95317,30,120000,RENT,14.0,EDUCATION,A,15000,7.49,0.13,N,7,0
95318,34,84000,RENT,3.0,EDUCATION,D,7000,15.31,0.08,N,8,0
95319,32,69996,MORTGAGE,4.0,MEDICAL,B,25000,10.62,0.36,N,10,0
95320,27,60000,MORTGAGE,11.0,MEDICAL,A,3000,7.51,0.05,N,8,0
95321,38,60000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,9600,11.49,0.16,N,15,0
95322,26,114500,RENT,10.0,VENTURE,D,5000,13.12,0.04,N,4,0
95323,23,62000,MORTGAGE,1.0,PERSONAL,B,1600,11.83,0.03,N,3,0
95324,23,30000,RENT,0.0,EDUCATION,B,3000,10.99,0.1,N,2,0
95325,22,67000,RENT,6.0,VENTURE,C,4000,13.06,0.06,N,4,0
95326,31,80000,MORTGAGE,6.0,MEDICAL,A,7000,7.88,0.09,N,7,0
95327,22,34000,MORTGAGE,1.0,PERSONAL,D,2400,14.42,0.07,Y,3,1
95328,43,55000,MORTGAGE,9.0,VENTURE,B,15000,11.14,0.27,N,11,0
95329,24,104800,MORTGAGE,2.0,EDUCATION,A,5000,5.42,0.05,N,4,0
95330,41,38000,MORTGAGE,5.0,PERSONAL,A,8000,7.68,0.21,N,16,0
95331,24,57000,RENT,2.0,MEDICAL,B,12000,10.95,0.21,N,4,0
95332,24,54000,RENT,0.0,HOMEIMPROVEMENT,D,10000,15.95,0.19,N,4,1
95333,23,78000,MORTGAGE,5.0,PERSONAL,D,3500,14.96,0.05,N,3,0
95334,28,12000,RENT,0.0,MEDICAL,B,1000,9.88,0.08,N,8,0
95335,29,81900,MORTGAGE,13.0,VENTURE,A,8000,7.66,0.1,N,8,0
95336,37,40000,RENT,2.0,MEDICAL,C,3000,13.22,0.07,Y,17,0
95337,21,36895,RENT,2.0,MEDICAL,A,4200,7.51,0.11,N,4,0
95338,34,145000,RENT,0.0,EDUCATION,D,25000,15.31,0.17,N,10,1
95339,28,56000,RENT,7.0,MEDICAL,B,1500,9.62,0.03,N,8,0
95340,29,80000,MORTGAGE,3.0,VENTURE,A,10000,6.62,0.13,N,6,0
95341,22,54000,RENT,6.0,PERSONAL,D,10000,14.42,0.19,N,4,0
95342,22,57000,RENT,1.0,VENTURE,B,8000,9.96,0.14,N,4,0
95343,29,60000,RENT,3.0,VENTURE,B,6000,10.62,0.1,N,7,0
95344,27,120000,MORTGAGE,7.0,EDUCATION,B,10000,12.69,0.08,N,10,0
95345,23,66100,RENT,3.0,EDUCATION,A,5000,6.03,0.08,N,4,0
95346,22,40000,RENT,3.0,MEDICAL,B,6000,11.99,0.15,N,2,0
95347,26,75000,RENT,2.0,PERSONAL,B,8000,10.0,0.11,N,4,0
95348,30,38400,RENT,6.0,VENTURE,C,10000,13.49,0.26,N,6,0
95349,26,68000,RENT,7.0,PERSONAL,B,10000,10.99,0.15,N,2,0
95350,26,55000,RENT,3.0,VENTURE,B,11000,9.91,0.2,N,3,0
95351,26,30000,RENT,2.0,EDUCATION,B,8000,11.83,0.27,N,2,0
95352,31,50000,OWN,0.0,VENTURE,C,6000,13.57,0.12,N,5,0
95353,23,73000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,10000,6.99,0.14,N,2,0
95354,22,81600,RENT,3.0,DEBTCONSOLIDATION,C,20000,13.11,0.25,N,3,0
95355,29,135000,MORTGAGE,13.0,MEDICAL,C,16000,13.49,0.12,N,8,0
95356,37,42000,RENT,4.0,MEDICAL,B,6000,9.99,0.14,N,17,0
95357,21,42000,MORTGAGE,5.0,EDUCATION,B,5000,10.25,0.12,N,4,0
95358,42,50000,MORTGAGE,2.0,VENTURE,C,8400,12.84,0.17,Y,12,0
95359,23,40000,RENT,7.0,DEBTCONSOLIDATION,A,10000,7.9,0.25,N,3,0
95360,24,44004,RENT,8.0,MEDICAL,B,3600,10.59,0.08,N,4,0
95361,30,180000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,35000,12.69,0.18,N,9,0
95362,24,50000,RENT,2.0,HOMEIMPROVEMENT,C,8000,13.49,0.16,N,4,0
95363,28,85000,RENT,6.0,HOMEIMPROVEMENT,A,10000,6.03,0.12,N,3,0
95364,38,73000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,10000,5.79,0.14,N,12,0
95365,31,30000,RENT,2.0,PERSONAL,B,3000,12.42,0.1,N,7,0
95366,31,24000,RENT,4.0,MEDICAL,D,1500,14.59,0.06,N,6,1
95367,43,80000,MORTGAGE,0.0,MEDICAL,B,6000,11.71,0.07,N,14,0
95368,33,80004,RENT,0.0,VENTURE,B,7200,9.99,0.09,N,8,0
95369,24,90000,OWN,5.0,VENTURE,A,9000,6.62,0.1,N,4,0
95370,25,48000,RENT,3.0,MEDICAL,A,2400,7.49,0.05,N,2,0
95371,25,36000,RENT,3.0,MEDICAL,B,6000,10.75,0.17,N,4,0
95372,25,70000,MORTGAGE,0.0,PERSONAL,C,12000,14.26,0.17,N,4,0
95373,22,96000,MORTGAGE,2.0,EDUCATION,B,2400,12.18,0.03,N,2,0
95374,30,60000,MORTGAGE,6.0,PERSONAL,B,5000,11.86,0.08,N,10,0
95375,36,85000,MORTGAGE,3.0,MEDICAL,A,10000,7.51,0.12,N,14,0
95376,25,59000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,13000,11.89,0.22,N,2,0
95377,30,45000,OWN,2.0,PERSONAL,A,12000,7.88,0.27,N,8,0
95378,28,67000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,25000,9.91,0.37,N,5,0
95379,28,32376,RENT,6.0,VENTURE,B,10000,12.42,0.32,N,7,1
95380,22,85000,MORTGAGE,6.0,VENTURE,B,15000,10.99,0.18,N,4,0
95381,43,60000,MORTGAGE,6.0,MEDICAL,A,5000,6.91,0.08,N,13,0
95382,27,102000,MORTGAGE,11.0,EDUCATION,B,20000,11.86,0.2,N,7,0
95383,25,47000,RENT,9.0,VENTURE,C,7500,13.11,0.17,Y,3,0
